sku_id,category,name,mrp,discountpercent,availablequantity,discountedsellingprice,weightingms,outofstock,quantity
1036,Munchies,Flying Bird Food Essence - Kewra,0.5,0,6,0.5,20,f,20
1037,Munchies,MTR Vada Breakfast,2,0,1,2,500,f,500
1038,Munchies,On1y Pasta Seasoning,0.99,0,6,0.99,30,f,30
1039,Munchies,Praakritik Organic Indrayani Rice,0.7,0,6,0.7,500,f,500
1040,Munchies,On1y Pizza Seasoning,0.99,0,6,0.99,28,f,28
1041,Munchies,Kitchens of India Mutter Paneer Mix,1.2,30,4,0.84,285,f,285
1042,Munchies,Aashirvaad Svasti Cow Ghee Tetra Pack,2.95,0,6,2.95,500,f,500
1043,Munchies,Weikfield Cooker Cake Mix - Vanilla,0.95,0,6,0.95,150,f,150
1044,Munchies,Praakritik Organic Kapli Wheat Atta,1.65,10,6,1.47,1000,f,1
1045,Munchies,Epicurea Sushi Rice,2.95,0,6,2.95,500,f,500
1046,Munchies,Sugarfree Natural Green Stevia Leaves Zero Calorie,0.75,0,2,0.75,100,f,100
1047,Munchies,Smith & Jones Italian Spices Masala Mix,0.99,0,6,0.99,75,f,75
1048,Munchies,Satyam Nighties Spices  Chilli Bore,0.89,10,6,0.8,100,f,100
1049,Munchies,Weikfield Veg Jelly Crystals - Orange,0.45,2,6,0.44,90,f,90
1050,Munchies,Praakritik Organic Jumbo Rolled Oats,1.9,11,6,1.69,500,f,500
1051,Munchies,On1y Sea Salt Grinder,0.89,0,6,0.89,100,f,100
1052,Munchies,Delight Nuts Berries Mix ,3.99,20,6,3.19,200,f,200
1053,Munchies,Everest Kesari Milk Masala,2.05,0,6,2.05,50,f,20
1054,Munchies,Praakritik Organic Ginger Powder,1.39,10,6,1.25,100,f,100
1055,Munchies,Suhana Mutton Gravy Mix,0.45,0,4,0.45,80,f,80
1056,Munchies,On1y Salad Seasoning Grinder,1.39,0,6,1.39,45,f,45
1057,Munchies,Figaro Pure Olive Oil,3.25,8,1,2.99,200,f,200
1058,Munchies,Madhur Sugar,0.6,6,0,0.56,1000,t,1
1059,Munchies,Amul Fresh Cream,0.63,0,0,0.63,250,t,250
1060,Munchies,Madhur Pure And Hygienic Sugar,2.95,9,0,2.66,5000,t,5
1061,Munchies,Satyam Poha Jada,0.35,8,0,0.32,500,t,500
1062,Munchies,Aashirvaad Superior MP Whole Wheat Atta,0.53,1,0,0.52,1000,t,1
1063,Munchies,Fortune Soyabean Oil,2.1,13,0,1.81,1000,t,1
1064,Munchies,Maggi Masala Ae Magic,0.58,6,0,0.54,72,t,72
1065,Munchies,Aashirvaad Iodised Salt ,0.22,13,0,0.19,1000,t,1
1066,Munchies,Maggi 2-Minute Instant Noodles - Masala,0.44,0,0,0.44,280,t,280
1067,Munchies,Popular Essentials Phool Makhana (Jumbo Size),1.5,14,0,1.28,100,t,100
1068,Munchies,Aashirvaad Atta With Mutigrains,3.15,8,0,2.87,5000,t,5
1069,Munchies,Tata Sampann Poha,0.44,6,0,0.41,500,t,500
1070,Munchies,Fortune Besan Flour,1.2,0,0,1.2,1000,t,1
1071,Munchies,Popular Essentials Toor Dal (Un-Polished),0.8,7,0,0.74,500,t,500
1072,Munchies,Everest Tikhalal Hot & Red Chilly Powder,0.47,2,0,0.46,100,t,100
1073,Munchies,Popular Essentials Chia Seeds,0.5,2,0,0.49,100,t,100
1074,Munchies,Tata Sampann Unpolished Toor Dal/Arhar Dal,1.79,1,0,1.77,1000,t,200
1075,Munchies,Everest Coriander Powder,0.32,3,0,0.31,100,t,100
1076,Munchies,Satyam Thin Poha Patla,0.38,7,0,0.35,500,t,500
1077,Munchies,Popular Essentials Sona Masouri Raw Rice,0.75,0,0,0.75,1000,t,1
1078,Munchies,Tata Sampann High Protien Chana Dal - Split,0.64,0,0,0.64,500,t,500
1079,Munchies,Satyam Singdana ,1.19,6,0,1.11,500,t,500
1080,Munchies,Tata Sampann Moong Chilka ,0.88,6,0,0.82,500,t,500
1081,Munchies,Tata Sampann High Protien Toor Dal - Split,0.91,2,0,0.89,500,t,500
1082,Munchies,Ching's Chow Mein Hakka Noodles Masala,0.1,0,0,0.1,20,t,20
1083,Munchies,Everest Chat Masala,0.65,9,0,0.59,100,t,100
1084,Munchies,Popular Essentials Black Brown Chana (Un-Polished),0.55,9,0,0.5,500,t,500
1085,Munchies,Dabur Ginger Garlic Paste,0.5,6,0,0.47,200,t,200
1086,Munchies,Ching's Secret Veg Hakka Noodles,1.07,0,0,1.07,600,t,600
1087,Munchies,Saffola Oats 100 % Natural,0.15,0,0,0.15,38,t,38
1088,Munchies,Everest Kashmiri Lal Chilli Powder,3.1,10,0,2.79,500,t,500
1089,Munchies,Popular Essentials Black Raisins Seedless,0.6,10,0,0.54,100,t,100
1090,Munchies,Daawat Rozana Super Basmati Rice,0.79,0,0,0.79,1000,t,1
1091,Munchies,Everest Cumin Powder (Jeera),0.3,3,0,0.29,50,t,50
1092,Munchies,Everest Sambhar Masala,0.34,2,0,0.33,50,t,50
1093,Munchies,Maggi Chilly Chow Cuppa Noodles,0.5,0,0,0.5,70,t,70
1094,Munchies,Popular Essentials Mustard Seeds Rai Big,0.2,0,0,0.2,100,t,100
1095,Munchies,Patanjali Cow's Ghee,5.65,0,0,5.65,1000,t,1
1096,Munchies,Everest Amchur Powder,0.42,2,0,0.41,50,t,50
1097,Munchies,Daawat Super Basmati Rice,1.85,8,0,1.69,1000,t,1
1098,Munchies,Popular Essentials Sabudana,0.6,10,0,0.54,500,t,500
1099,Munchies,Popular Essentials Brown Sugar,0.4,0,0,0.4,500,t,500
1100,Munchies,Everest Coriander Powder,0.7,10,0,0.63,200,t,200
1101,Munchies,Sunfeast Yippee! Magic Masala Noodles,0.48,6,0,0.45,240,t,240
1102,Munchies,Tata Tea Gold,0.35,0,0,0.35,100,t,200
1103,Munchies,Daawat Rozana Gold Basmati Rice,0.9,1,0,0.89,1000,t,1
1104,Munchies,Top Ramen Masala,0.91,9,0,0.82,560,t,560
1105,Munchies,Everest Turmeric Powder,0.67,10,0,0.6,200,t,200
1106,Munchies,Popular Essentials Buckwheat Flour (Kuttu Atta),1.25,9,0,1.13,500,t,500
1107,Munchies,Keya Italian Pizza Oregano,1.09,11,0,0.97,80,t,80
1108,Munchies,Chef's Basket Durum Wheat Penne Pasta,1.6,50,0,0.8,500,t,500
1109,Munchies,Tata Sampann Kala Chana,1.25,0,0,1.25,1000,t,1
1110,Munchies,India Gate Basmati Rice,2.1,0,0,2.1,1000,t,1
1111,Munchies,24 Mantra Organic Whole Wheat Atta,0.64,7,0,0.59,1000,t,1
1112,Munchies,Zorabian Chicken Kheema Parathas,1.9,0,0,1.9,300,t,300
1113,Munchies,Sunfeast Pasta Treat Pack of Tomato Cheese,0.28,17,0,0.23,65,t,65
1114,Munchies,Sugarlite 50% Less Calories Sugar Pouch,0.99,40,0,0.59,500,t,500
1115,Munchies,Popular Essentials Sabja/Basil Seeds,0.6,15,0,0.51,100,t,100
1116,Munchies,Patanjali Pure Honey,0.95,0,0,0.95,250,t,250
1117,Munchies,Weikfield Falooda Mix - Mango,0.49,2,0,0.48,200,t,200
1118,Munchies,Pro Nature Organic Sonamasoori Brown Rice,1.02,7,0,0.94,1000,t,1
1119,Munchies,Maggi Special Masala Spicy Yummy Noodles,0.72,0,0,0.72,280,t,280
1120,Munchies,Godrej Yummiez Chicken Breakfast Salami,1.5,4,0,1.43,250,t,250
1121,Munchies,Everest Saffron Kesar,1.2,0,0,1.2,1,t,0
1122,"Dairy, Bread & Batter",Mother Dairy Toned Milk Pouch,0.25,0,4,0.25,500,f,500
1123,"Dairy, Bread & Batter",Mother Dairy Classic Curd,0.3,3,6,0.29,400,f,400
1124,"Dairy, Bread & Batter",Mother Dairy Ultra Full Cream Milk,0.31,0,4,0.31,500,f,500
1125,"Dairy, Bread & Batter",Amul Butter - Pasteurised,0.5,2,6,0.49,100,f,100
1126,"Dairy, Bread & Batter",Britannia Sandwich White Bread,0.33,0,4,0.33,350,f,350
1127,"Dairy, Bread & Batter",iD Curd Pouch,0.35,2,6,0.34,400,f,400
1128,"Dairy, Bread & Batter",iD Idli & Dosa Batter ,0.8,15,6,0.68,1000,f,1
1129,"Dairy, Bread & Batter",Britannia 100% Whole Wheat Bread,0.45,0,4,0.45,450,f,450
1130,"Dairy, Bread & Batter",Britannia Healthy Slice Sandwich Bread,0.4,0,4,0.4,450,f,450
1131,"Dairy, Bread & Batter",Gowardhan Classic Block Fresh Paneer,0.89,8,6,0.81,200,f,200
1132,"Dairy, Bread & Batter",Amul Processed Cheese Cubes,1.06,4,6,1.01,200,f,200
1133,"Dairy, Bread & Batter",Britannia Pav,0.22,0,4,0.22,250,f,250
1134,"Dairy, Bread & Batter",Amul Butter - Pasteurised,2.45,2,6,2.4,500,f,500
1135,"Dairy, Bread & Batter",Arden Eggs White,0.97,0,4,0.97,696,f,12
1136,"Dairy, Bread & Batter",Arden Eggs White,0.65,15,4,0.55,348,f,6
1137,"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,0.35,2,6,0.34,200,f,200
1138,"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,0.15,0,4,0.15,100,f,100
1139,"Dairy, Bread & Batter",Amul Frozen Malai Paneer,0.75,2,6,0.73,200,f,200
1140,"Dairy, Bread & Batter",iD Natural Paneer,1.05,5,6,0.99,200,f,200
1141,"Dairy, Bread & Batter",Britannia Fruit Bun,0.17,0,3,0.17,100,f,100
1142,"Dairy, Bread & Batter",Amul Cheese - Processed Slices,1.22,1,6,1.2,200,f,200
1143,"Dairy, Bread & Batter",iD Curd Cup,0.6,0,6,0.6,400,f,400
1144,"Dairy, Bread & Batter",The Bake Shop Premium White Sandwich Bread,0.3,0,1,0.3,400,f,400
1145,"Dairy, Bread & Batter",Britannia Multigrain Bread ,0.55,0,4,0.55,400,f,400
1146,"Dairy, Bread & Batter",Amul Processed Cheese Block,1.06,0,6,1.06,200,f,200
1147,"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,0.7,2,6,0.68,400,f,400
1148,"Dairy, Bread & Batter",Arden Eggs Brown,0.85,7,4,0.79,348,f,6
1149,"Dairy, Bread & Batter",Epigamia Misti Doi,0.3,0,6,0.3,85,f,85
1150,"Dairy, Bread & Batter",Amul Cheese - Block,2.45,2,6,2.4,500,f,500
1151,"Dairy, Bread & Batter",Amul Butter - Pasteurised (School Pack),0.59,3,6,0.57,100,f,100
1152,"Dairy, Bread & Batter",Britannia Brown Bread ,0.42,0,4,0.42,400,f,400
1153,"Dairy, Bread & Batter",Amul Fresh Cream,1.97,3,3,1.91,1000,f,1
1154,"Dairy, Bread & Batter",Epigamia Natural Greek Yogurt,0.45,0,6,0.45,90,f,90
1155,"Dairy, Bread & Batter",The Bake Shop Pizza Base,0.3,0,1,0.3,150,f,150
1156,"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,0.18,5,6,0.17,100,f,100
1157,"Dairy, Bread & Batter",D'lecta Dairy Cream,0.54,5,6,0.51,200,f,200
1158,"Dairy, Bread & Batter",Nestle A+ Actiplus Probiotic Dahi Plain Curd,0.78,3,5,0.75,400,f,400
1159,"Dairy, Bread & Batter",Bio Nutrients Pure Diet Tofu Gold ,0.6,5,5,0.57,200,f,200
1160,"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,0.88,2,2,0.86,500,f,500
1161,"Dairy, Bread & Batter",Amul Mithai Mate Condensed Sweetened Milk,0.56,3,4,0.54,200,f,200
1162,"Dairy, Bread & Batter",Arden Desi Eggs,1.1,13,4,0.95,348,f,6
1163,"Dairy, Bread & Batter",Amul Cheese - Pepper,0.85,3,6,0.82,200,f,200
1164,"Dairy, Bread & Batter",Amul Cheese Spread Creamy,0.85,5,6,0.8,180,f,180
1165,"Dairy, Bread & Batter",The Bake Shop Foot Long,0.4,0,1,0.4,200,f,200
1166,"Dairy, Bread & Batter",Amul Cheese Slices,3.6,0,1,3.59,750,f,750
1167,"Dairy, Bread & Batter",Suguna Sharp Egg ,0.72,13,3,0.62,348,f,6
1168,"Dairy, Bread & Batter",Amul Cheese Sauce Mexican Salsa,0.75,4,1,0.72,200,f,200
1169,"Dairy, Bread & Batter",Nestle Everyday Dairy Whitener,2.1,0,4,2.1,400,f,400
1170,"Dairy, Bread & Batter",Amul Pizza Cheese Processed,1.09,4,6,1.04,200,f,200
1171,"Dairy, Bread & Batter",Betty Crocker Complete Pancake Mix Original,1.1,4,6,1.05,250,f,500
1172,"Dairy, Bread & Batter",Amul Lite Spread,0.4,2,5,0.39,100,f,100
1173,"Dairy, Bread & Batter",Go Cheese Slice - Plain,1.4,5,6,1.33,200,f,200
1174,"Dairy, Bread & Batter",Pillsbury Choco Chip Pancake Mix,0.99,5,6,0.94,165,f,165
1175,"Dairy, Bread & Batter",RRO Sour Cream,2.75,50,4,1.37,200,f,200
1176,"Dairy, Bread & Batter",D'lecta Natural Feta Cheese Block,1,5,4,0.95,100,f,100
1177,"Dairy, Bread & Batter",Suguna Active - DHA,0.72,13,4,0.62,348,f,6
1178,"Dairy, Bread & Batter",Go Cheese Processed Angles Plain,1,5,6,0.95,160,f,160
1179,"Dairy, Bread & Batter",Epigamia Greek Yogurt - Natural,2,0,1,2,400,f,400
1180,"Dairy, Bread & Batter",Amul Unsalted Cooking Butter,2.45,2,6,2.38,500,f,500
1181,"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Creamy,2.35,25,6,1.74,325,f,325
1182,"Dairy, Bread & Batter",The Laughing Cow Cheese Slices,1.55,0,2,1.55,200,f,200
1183,"Dairy, Bread & Batter",Epigamia Almond Milk Unsweetened Dairy Free,3,33,4,1.99,1000,f,1
1184,"Dairy, Bread & Batter",Go Cheese  Spread Plain,0.99,5,6,0.94,200,f,200
1185,"Dairy, Bread & Batter",So Good Almond Milk - Natural Unsweetened,0.7,0,4,0.7,200,f,200
1186,"Dairy, Bread & Batter",Amul Cheese Sauce Jalapeno,0.75,0,5,0.75,200,f,200
1187,"Dairy, Bread & Batter",D'lecta Cream Cheese,1.69,4,4,1.61,150,f,150
1188,"Dairy, Bread & Batter",Dlecta Natural Cheddar Slices,1.99,5,6,1.89,200,f,200
1189,"Dairy, Bread & Batter",Suguna Heart- Omega3,0.72,13,4,0.62,348,f,6
1190,"Dairy, Bread & Batter",Go Cheese Spread - Garlic,0.99,5,6,0.94,200,f,200
1191,"Dairy, Bread & Batter",Go Pizza Cheese,1.4,5,6,1.33,200,f,200
1192,"Dairy, Bread & Batter",RRO Cheddar Block Cheese,2.95,50,6,1.47,200,f,200
1193,"Dairy, Bread & Batter",The Whole Truth Peanut Butter With Dates - Creamy No Sugar,2.15,9,6,1.94,325,f,325
1194,"Dairy, Bread & Batter",Suguna Fit Egg,1.2,43,4,0.68,348,f,6
1195,"Dairy, Bread & Batter",Pantai Coconut Cream,1.5,4,4,1.43,400,f,400
1196,"Dairy, Bread & Batter",RRO Fresh Ricotta,2.75,50,6,1.37,200,f,200
1197,"Dairy, Bread & Batter",Dlecta Cheese Cubes 2,1.45,5,6,1.37,200,f,200
1198,"Dairy, Bread & Batter",RRO Mozzarella Pizza Cheese,2.75,50,6,1.37,200,f,200
1199,"Dairy, Bread & Batter",The Laughing Cow Cheese Cubes,1.5,0,4,1.5,200,f,200
1200,"Dairy, Bread & Batter",Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,2.29,10,6,2.06,400,f,400
1201,"Dairy, Bread & Batter",RRO Burrata Cheese,2.5,50,4,1.25,200,f,200
1202,"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Crunchy,2.35,20,5,1.88,325,f,325
1203,"Dairy, Bread & Batter",Go Cheese Processed Squares,1.25,5,6,1.18,200,f,200
1204,"Dairy, Bread & Batter",Funfoods Peanut Butter Crunchy,1.69,7,1,1.56,400,f,400
1205,"Dairy, Bread & Batter",Amul Safed Makkhan,2.35,1,6,2.32,500,f,500
1206,"Dairy, Bread & Batter",Go Cheese Spread - Four Pepper (Soft & Creamy),0.99,5,6,0.94,200,f,200
1207,"Dairy, Bread & Batter",Dlicia Whip Topping Bottle,2.35,27,5,1.71,1000,f,1
1208,"Dairy, Bread & Batter",Amulya Dairy Whitener ,3.8,2,4,3.72,1000,f,1
1209,"Dairy, Bread & Batter",Laughing Cow Cheese 8 Portion 120Gm Imported,1.1,0,6,1.1,120,f,120
1210,"Dairy, Bread & Batter",The Whole Truth Peanut Butter - Sweetened & Crunchy,2.15,20,6,1.72,325,f,325
1211,"Dairy, Bread & Batter",Go Processed Cheese Block,1.25,4,6,1.19,200,f,200
1212,"Dairy, Bread & Batter",Go Cheese Processed Block,2.49,4,6,2.37,400,f,400
1213,"Dairy, Bread & Batter",RRO Goat Milk Fetta Cheee,3.45,31,6,2.37,100,f,100
1214,"Dairy, Bread & Batter",RRO Mascarpone Cheese,3.55,50,6,1.77,200,f,200
1215,"Dairy, Bread & Batter",D'lecta Cheddar Cheese,1.99,5,6,1.89,200,f,200
1216,"Dairy, Bread & Batter",Funfoods Peanut Butter Creamy,1.69,0,1,1.69,400,f,400
1217,"Dairy, Bread & Batter",Pantai Coconut Milk,1.5,0,4,1.5,400,f,400
1218,"Dairy, Bread & Batter",Dlecta Cheese Block,1.45,0,6,1.45,200,f,200
1219,"Dairy, Bread & Batter",President Butter - Salted,0.54,0,6,0.54,100,f,100
1220,"Dairy, Bread & Batter",The Laughing Cow Plain Processed Cheese Block,1.5,0,6,1.5,200,f,200
1221,"Dairy, Bread & Batter",Yoga Bar Peanut Butter Dark Chocolate Jar,2.49,0,4,2.49,400,f,400
1222,"Dairy, Bread & Batter",The Laughing Cow Cheese Spread Plain,1.1,0,6,1.1,180,f,180
1223,"Dairy, Bread & Batter",Amul Malai Paneer Fresh ,0.76,3,0,0.73,200,t,200
1224,"Dairy, Bread & Batter",Amul Taaza Toned Homogenised Milk,0.66,3,0,0.64,1000,t,1
1225,"Dairy, Bread & Batter",Amul Fresh Cream,0.63,0,0,0.63,250,t,250
1226,"Dairy, Bread & Batter",Amul Lactose Free Milk,0.25,4,0,0.24,250,t,250
1227,"Dairy, Bread & Batter",The Bake Shop Whole Wheat Bread,0.4,0,0,0.4,400,t,400
1228,"Dairy, Bread & Batter",Amul Slim Trim Skimmed Milk,0.75,0,0,0.75,1000,t,1
1229,"Dairy, Bread & Batter",Amul Cheese Slices,0.71,1,0,0.7,100,t,100
1230,"Dairy, Bread & Batter",Amul Pizza Cheese - Mozzarella,1,1,0,0.99,200,t,200
1231,"Dairy, Bread & Batter",The Bake Shop Pizza Base Whole Wheat,0.3,0,0,0.3,150,t,150
1232,"Dairy, Bread & Batter",Nestle A+ Slim Dahi - Low Fat,0.78,3,0,0.75,400,t,400
1233,"Dairy, Bread & Batter",Britannia Cheese Garlic Bread,0.35,0,0,0.35,300,t,300
1234,"Dairy, Bread & Batter",The Bake Shop Whole Wheat Ladi Pav,0.4,0,0,0.4,200,t,200
1235,"Dairy, Bread & Batter",Amul Cheese Spread Yummy Plain,0.85,0,0,0.85,200,t,200
1236,"Dairy, Bread & Batter",Britannia Atta Kulcha,0.3,0,0,0.3,250,t,250
1237,"Dairy, Bread & Batter",Suguna Nourish Egg,0.62,0,0,0.62,696,t,12
1238,"Dairy, Bread & Batter",The Bake Shop Multi Grain Bread,0.65,0,0,0.65,400,t,400
1239,"Dairy, Bread & Batter",Nestle A+ Slim Milk,0.89,0,0,0.89,1000,t,1
1240,"Dairy, Bread & Batter",Go Cheese Pizza Blend Mozzarella + Cheddar,1.25,5,0,1.18,200,t,200
1241,"Dairy, Bread & Batter",The Whole Truth Peanut Butter - Unsweetened & Crunchy,1.85,20,0,1.48,325,t,325
1242,"Dairy, Bread & Batter",Amul Cheese Spread Spicy Garlic,0.85,3,0,0.82,200,t,200
1243,"Dairy, Bread & Batter",The Bake Shop Burger Buns,0.2,0,0,0.2,100,t,100
1244,"Dairy, Bread & Batter",D'lecta Shredded Mozzarella Cheese,1,5,0,0.95,140,t,140
1245,"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,0.3,0,0,0.3,200,t,200
1246,"Dairy, Bread & Batter",Suguna Vitamin D Egg,0.75,17,0,0.62,348,t,6
1247,"Dairy, Bread & Batter",Pillsbury Pancake Mix - Funfetti,0.99,11,0,0.88,162,t,162
1248,"Dairy, Bread & Batter",Prabhat Malai Paneer Pouch,0.8,0,0,0.8,200,t,200
1249,"Dairy, Bread & Batter",Suguna Nourish Egg ,0.72,16,0,0.6,348,t,6
1250,"Dairy, Bread & Batter",RRO Mozzarella Block Cheese,2.95,50,0,1.47,200,t,200
1251,Beverages,Mother Dairy Toned Milk Pouch,0.25,0,4,0.25,500,f,500
1252,Beverages,Mother Dairy Classic Curd,0.3,3,6,0.29,400,f,400
1253,Beverages,Mother Dairy Ultra Full Cream Milk,0.31,0,4,0.31,500,f,500
1254,Beverages,Amul Butter - Pasteurised,0.5,2,6,0.49,100,f,100
1255,Beverages,Britannia Sandwich White Bread,0.33,0,4,0.33,350,f,350
1256,Beverages,iD Curd Pouch,0.35,2,6,0.34,400,f,400
1257,Beverages,iD Idli & Dosa Batter ,0.8,15,6,0.68,1000,f,1
1258,Beverages,Britannia 100% Whole Wheat Bread,0.45,0,4,0.45,450,f,450
1259,Beverages,Britannia Healthy Slice Sandwich Bread,0.4,0,4,0.4,450,f,450
1260,Beverages,Gowardhan Classic Block Fresh Paneer,0.89,8,6,0.81,200,f,200
1261,Beverages,Amul Processed Cheese Cubes,1.06,4,6,1.01,200,f,200
1262,Beverages,Britannia Pav,0.22,0,4,0.22,250,f,250
1263,Beverages,Amul Butter - Pasteurised,2.45,2,6,2.4,500,f,500
1264,Beverages,Arden Eggs White,0.97,0,4,0.97,696,f,12
1265,Beverages,Arden Eggs White,0.65,15,4,0.55,348,f,6
1266,Beverages,Nestle A+ Nourish Dahi,0.35,2,6,0.34,200,f,200
1267,Beverages,Britannia Burger Bun with Sesame Seed,0.15,0,4,0.15,100,f,100
1268,Beverages,Amul Frozen Malai Paneer,0.75,2,6,0.73,200,f,200
1269,Beverages,iD Natural Paneer,1.05,5,6,0.99,200,f,200
1270,Beverages,Britannia Fruit Bun,0.17,0,3,0.17,100,f,100
1271,Beverages,Amul Cheese - Processed Slices,1.22,1,6,1.2,200,f,200
1273,Beverages,The Bake Shop Premium White Sandwich Bread,0.3,0,1,0.3,400,f,400
1274,Beverages,Britannia Multigrain Bread ,0.55,0,4,0.55,400,f,400
1275,Beverages,Amul Processed Cheese Block,1.06,0,6,1.06,200,f,200
1276,Beverages,Nestle A+ Nourish Dahi,0.7,2,6,0.68,400,f,400
1277,Beverages,Arden Eggs Brown,0.85,7,4,0.79,348,f,6
1278,Beverages,Epigamia Misti Doi,0.3,0,6,0.3,85,f,85
1279,Beverages,Amul Cheese - Block,2.45,2,6,2.4,500,f,500
1280,Beverages,Amul Butter - Pasteurised (School Pack),0.59,3,6,0.57,100,f,100
1281,Beverages,Britannia Brown Bread ,0.42,0,4,0.42,400,f,400
1282,Beverages,Amul Fresh Cream,1.97,3,3,1.91,1000,f,1
1283,Beverages,Epigamia Natural Greek Yogurt,0.45,0,6,0.45,90,f,90
1284,Beverages,The Bake Shop Pizza Base,0.3,0,1,0.3,150,f,150
1285,Beverages,Amul Delicious Fat Spread - Cholesterol Free,0.18,5,6,0.17,100,f,100
1286,Beverages,D'lecta Dairy Cream,0.54,5,6,0.51,200,f,200
1287,Beverages,Nestle A+ Actiplus Probiotic Dahi Plain Curd,0.78,3,5,0.75,400,f,400
1288,Beverages,Bio Nutrients Pure Diet Tofu Gold ,0.6,5,5,0.57,200,f,200
1289,Beverages,Amul Delicious Fat Spread - Cholesterol Free,0.88,2,2,0.86,500,f,500
1290,Beverages,Amul Mithai Mate Condensed Sweetened Milk,0.56,3,4,0.54,200,f,200
1291,Beverages,Arden Desi Eggs,1.1,13,4,0.95,348,f,6
1292,Beverages,Amul Cheese - Pepper,0.85,3,6,0.82,200,f,200
1293,Beverages,Amul Cheese Spread Creamy,0.85,5,6,0.8,180,f,180
1294,Beverages,The Bake Shop Foot Long,0.4,0,1,0.4,200,f,200
1295,Beverages,Amul Cheese Slices,3.6,0,1,3.59,750,f,750
1296,Beverages,Suguna Sharp Egg ,0.72,13,3,0.62,348,f,6
1297,Beverages,Amul Cheese Sauce Mexican Salsa,0.75,4,1,0.72,200,f,200
1272,Beverages,iD Curd Cup,0.6,0,6,0.6,400,f,400
1298,Beverages,Nestle Everyday Dairy Whitener,2.1,0,4,2.1,400,f,400
1299,Beverages,Amul Pizza Cheese Processed,1.09,4,6,1.04,200,f,200
1300,Beverages,Betty Crocker Complete Pancake Mix Original,1.1,4,6,1.05,250,f,500
1301,Beverages,Amul Lite Spread,0.4,2,5,0.39,100,f,100
1302,Beverages,Go Cheese Slice - Plain,1.4,5,6,1.33,200,f,200
1303,Beverages,Pillsbury Choco Chip Pancake Mix,0.99,5,6,0.94,165,f,165
1304,Beverages,RRO Sour Cream,2.75,50,4,1.37,200,f,200
1305,Beverages,D'lecta Natural Feta Cheese Block,1,5,4,0.95,100,f,100
1306,Beverages,Suguna Active - DHA,0.72,13,4,0.62,348,f,6
1307,Beverages,Go Cheese Processed Angles Plain,1,5,6,0.95,160,f,160
1308,Beverages,Epigamia Greek Yogurt - Natural,2,0,1,2,400,f,400
1309,Beverages,Amul Unsalted Cooking Butter,2.45,2,6,2.38,500,f,500
1310,Beverages,The Whole Truth Dark Chocolate Peanut Butter - Creamy,2.35,25,6,1.74,325,f,325
1311,Beverages,The Laughing Cow Cheese Slices,1.55,0,2,1.55,200,f,200
1312,Beverages,Epigamia Almond Milk Unsweetened Dairy Free,3,33,4,1.99,1000,f,1
1313,Beverages,Go Cheese  Spread Plain,0.99,5,6,0.94,200,f,200
1314,Beverages,So Good Almond Milk - Natural Unsweetened,0.7,0,4,0.7,200,f,200
1315,Beverages,Amul Cheese Sauce Jalapeno,0.75,0,5,0.75,200,f,200
1316,Beverages,D'lecta Cream Cheese,1.69,4,4,1.61,150,f,150
1317,Beverages,Dlecta Natural Cheddar Slices,1.99,5,6,1.89,200,f,200
1318,Beverages,Suguna Heart- Omega3,0.72,13,4,0.62,348,f,6
1319,Beverages,Go Cheese Spread - Garlic,0.99,5,6,0.94,200,f,200
1320,Beverages,Go Pizza Cheese,1.4,5,6,1.33,200,f,200
1321,Beverages,RRO Cheddar Block Cheese,2.95,50,6,1.47,200,f,200
1322,Beverages,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,2.15,9,6,1.94,325,f,325
1323,Beverages,Suguna Fit Egg,1.2,43,4,0.68,348,f,6
1324,Beverages,Pantai Coconut Cream,1.5,4,4,1.43,400,f,400
1325,Beverages,RRO Fresh Ricotta,2.75,50,6,1.37,200,f,200
1326,Beverages,Dlecta Cheese Cubes 2,1.45,5,6,1.37,200,f,200
1327,Beverages,RRO Mozzarella Pizza Cheese,2.75,50,6,1.37,200,f,200
1328,Beverages,The Laughing Cow Cheese Cubes,1.5,0,4,1.5,200,f,200
1329,Beverages,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,2.29,10,6,2.06,400,f,400
1330,Beverages,RRO Burrata Cheese,2.5,50,4,1.25,200,f,200
1331,Beverages,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,2.35,20,5,1.88,325,f,325
1332,Beverages,Go Cheese Processed Squares,1.25,5,6,1.18,200,f,200
1333,Beverages,Funfoods Peanut Butter Crunchy,1.69,7,1,1.56,400,f,400
1334,Beverages,Amul Safed Makkhan,2.35,1,6,2.32,500,f,500
1335,Beverages,Go Cheese Spread - Four Pepper (Soft & Creamy),0.99,5,6,0.94,200,f,200
